file, cegist, add const, no si 
steam_boiler_no_arr1_e4_23904_e4_2384.lus.ng.sl, timeout , 2047 , 2047 ,  
steam_boiler_no_arr2.lus.ng.sl, timeout , 44092 , 14009 ,  
steam_boiler_no_arr2_e1_17214_e5_18600.lus.ng.sl, timeout , 44072 , 14006 ,  
steam_boiler_no_arr2_e3_514_e4_11150.lus.ng.sl, timeout , 44058 , 13094 ,  
steam_boiler_no_arr2_e6_3003_e4_15091.lus.ng.sl, timeout , 44097 , 14012 ,  
steam_boiler_no_arr2_e7_12307.lus.ng.sl, timeout , 44068 , 14000 ,  
steam_boiler_no_arr2_e8_21449_e5_18210.lus.ng.sl, timeout , 45007 , 15031 ,  
ticket3i_1.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_1_e7_1669.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_2.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_3.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_3_e7_1312_e8_1916.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_3_e8_1703.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_3_e8_1703_e8_2560.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_3_e8_1788.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_4.lus.ng.sl, timeout , 13003 , timeout ,  
ticket3i_4_e7_1775_e7_3320.lus.ng.sl, timeout , 14078 , timeout ,  
ticket3i_5.lus.ng.sl, timeout , 14088 , timeout ,  
ticket3i_5_e7_3307.lus.ng.sl, timeout , 17057 , timeout ,  
ticket3i_6.lus.ng.sl, timeout , 16053 , timeout ,  
ticket3i_6_e7_1096_e7_2688.lus.ng.sl, timeout , 21055 , timeout ,  
ticket3i_7.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_7_e1_2192_e1_1852.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_7_e2_2724_e7_524.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_7_e3_59_e7_2122.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_7_e7_3176.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_7_e7_3176_e1_2924.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_7_e8_2126_e7_78.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_all.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_all_e1_2706_e7_1776.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_all_e2_1117_e7_553.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_all_e3_557_e7_3464.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_all_e7_1837.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_all_e7_591.lus.ng.sl, timeout , timeout , timeout ,  
ticket3i_all_e8_505_e7_2450.lus.ng.sl, timeout , timeout , timeout ,  
traffic.lus.ng.sl, timeout , timeout , timeout ,  
tramway.lus.ng.sl, timeout , timeout , timeout ,  
tramway_e7_1834.lus.ng.sl, 2042 , 2039 , 2041 ,  
tramway_e7_1834_e7_2363.lus.ng.sl, 3024 , 3024 , 3025 ,  
tramway_e7_1834_e8_3192.lus.ng.sl, timeout , timeout , timeout ,  
tramway_e7_3304.lus.ng.sl, 2041 , 2039 , 2039 ,  
twisted_counters.lus.ng.sl, timeout , timeout , timeout ,  
two_counters.lus.ng.sl, timeout , timeout , timeout ,  
ums.lus.ng.sl, 24003 , 23084 , 23085 ,  
ums_e8_1032.lus.ng.sl, 23002 , 23002 , 23002 ,  
bk-nat.ng.sl, 2 , 2 , 2 ,  
bkley.ng.sl, 2 , 2 , 2 ,  
brett.ng.sl, 9055 , 3 , 3 ,  
cars.ng.sl, 3 , 3 , 3 ,  
cggmp2005_true-unreach-call_true-termination.ng.sl, 2 , 2 , 2 ,  
cggmp2005_variant_true-unreach-call_true-termination.ng.sl, timeout , 40 , 23 ,  
const_true-unreach-call1.ng.sl, 1 , 1 , 1 ,  
ex1.ng.sl, 1 , 1 , 1 ,  
fib_01.ng.sl, 7 , 2 , 2 ,  
fib_04.ng.sl, 1 , 1 , 1 ,  
fib_05_x.ng.sl, 27 , 2 , 2 ,  
fib_07.ng.sl, no result found , no result found , no result found ,  
fib_08.ng.sl, 1085 , 16 , 6 ,  
fib_09s.ng.sl, 2 , 2 , 1 ,  
fib_10.ng.sl, 89 , 4 , 4 ,  
fib_11.ng.sl, 46006 , 4 , 4 ,  
fib_13.ng.sl, timeout , timeout , timeout ,  
fib_14.ng.sl, timeout , 15081 , 15089 ,  
fib_15.ng.sl, 18057 , 3 , 3 ,  
fib_16.ng.sl, timeout , 42 , 42 ,  
fib_17n.ng.sl, timeout , timeout , timeout ,  
fib_18.ng.sl, 24066 , 45 , 45 ,  
fib_19.ng.sl, timeout , timeout , timeout ,  
fib_20.ng.sl, timeout , timeout , timeout ,  
fib_21.ng.sl, timeout , timeout , timeout ,  
fib_23_x.ng.sl, 6048 , 10 , 10 ,  
fib_25n.ng.sl, 60 , 2 , 2 ,  
fib_28.ng.sl, 34 , 2 , 2 ,  
fib_30_x.ng.sl, 7082 , 13 , 12 ,  
fib_32.ng.sl, timeout , timeout , timeout ,  
fib_33ns.ng.sl, timeout , timeout , timeout ,  
fib_35.ng.sl, 1 , 1 , 1 ,  
fib_37.ng.sl, 4050 , 8 , 8 ,  
fib_41.ng.sl, 12037 , 5 , 5 ,  
fib_43.ng.sl, 1 , 1 , 1 ,  
fib_44.ng.sl, 38019 , 75 , 54 ,  
fig2.ng.sl, timeout , 38 , 20 ,  
gcnr_tacas08.ng.sl, timeout , timeout , timeout ,  
gj2007_true-unreach-call_true-termination.ng.sl, 2 , 2 , 2 ,  
gj2007b_true-unreach-call_true-termination.ng.sl, 9 , 3 , 3 ,  
gsv2008_true-unreach-call_true-termination.ng.sl, 1 , 1 , 1 ,  
hhk2008_true-unreach-call_true-termination.ng.sl, timeout , 97 , 52 ,  
inria-00615623_4.ng.sl, 1 , 1 , 1 ,  
jm2006_true-unreach-call_true-termination.ng.sl, timeout , 51 , 52 ,  
jm2006_variant_true-unreach-call_true-termination.ng.sl, timeout , 80029 , 46000 ,  
jmbl_anfp-new.ng.sl, 4058 , 13 , 8 ,  
jmbl_anfp.ng.sl, 4054 , 13 , 8 ,  
jmbl_array-new.ng.sl, 1 , 1 , 1 ,  
jmbl_array.ng.sl, 1 , 1 , 1 ,  
jmbl_array_simp.ng.sl, 1 , 1 , 1 ,  
jmbl_array_vars.ng.sl, 1 , 1 , 1 ,  
jmbl_cegar1-new.ng.sl, 6 , 2 , 2 ,  
jmbl_cegar1.ng.sl, 6 , 3 , 3 ,  
jmbl_cegar1_vars-new.ng.sl, 10 , 4 , 3 ,  
jmbl_cegar1_vars.ng.sl, 10 , 5 , 5 ,  
jmbl_cegar2-new.ng.sl, 4081 , 14 , 11 ,  
jmbl_cegar2.ng.sl, 5029 , 13 , 14 ,  
jmbl_cegar2_vars-new.ng.sl, 25029 , 57 , 39 ,  
jmbl_cegar2_vars.ng.sl, 25009 , 55 , 55 ,  
jmbl_cggmp-new.ng.sl, 2 , 2 , 2 ,  
jmbl_cggmp.ng.sl, 2 , 2 , 2 ,  
jmbl_dec-new.ng.sl, 2 , 2 , 2 ,  
jmbl_dec.ng.sl, 1 , 1 , 1 ,  
jmbl_dec_simpl-new.ng.sl, no result found , no result found , no result found ,  
jmbl_dec_simpl.ng.sl, 1 , 1 , 1 ,  
jmbl_dec_vars-new.ng.sl, no result found , no result found , no result found ,  
jmbl_dec_vars.ng.sl, 1 , 1 , 1 ,  
jmbl_ex11-new.ng.sl, 1 , 1 , 1 ,  
jmbl_ex11.ng.sl, 1 , 1 , 1 ,  
jmbl_ex11_simpl-new.ng.sl, 8 , 2 , 2 ,  
jmbl_ex11_simpl.ng.sl, 8 , 2 , 2 ,  
jmbl_ex11_vars-new.ng.sl, 2 , 3 , 3 ,  
jmbl_ex11_vars.ng.sl, no result found , no result found , no result found ,  
jmbl_ex14-new.ng.sl, 1 , 1 , 1 ,  
jmbl_ex14.ng.sl, 1 , 1 , 1 ,  
jmbl_ex14_simp.ng.sl, 7 , 3 , 3 ,  
jmbl_ex14_vars.ng.sl, 11 , 4 , 4 ,  
jmbl_ex23.ng.sl, 57 , 2038 , timeout ,  
jmbl_ex7.ng.sl, 39 , 2 , 2 ,  
jmbl_ex7_vars.ng.sl, 83 , 2 , 2 ,  
jmbl_ex_23_vars.ng.sl, 1018 , 13009 , timeout ,  
jmbl_fig1-new.ng.sl, 1 , 1 , 1 ,  
jmbl_fig1.ng.sl, 1 , 1 , 1 ,  
jmbl_fig1_vars-new.ng.sl, 1 , 1 , 1 ,  
jmbl_fig1_vars.ng.sl, 1 , 1 , 1 ,  
jmbl_fig3.ng.sl, 1 , 1 , 1 ,  
jmbl_fig3_vars.ng.sl, 1 , 1 , 1 ,  
jmbl_fig9.ng.sl, 1 , 1 , 1 ,  
jmbl_fig9_vars.ng.sl, 2 , 2 , 2 ,  
jmbl_formula22.ng.sl, 1 , 1 , 1 ,  
jmbl_formula25.ng.sl, 1 , 1 , 1 ,  
jmbl_formula27.ng.sl, 1 , 1 , 1 ,  
jmbl_hola.05.ng.sl, 64 , 2 , 2 ,  
jmbl_hola.07.ng.sl, timeout , 64009 , 19032 ,  
jmbl_hola.20.ng.sl, 22 , 6 , 6 ,  
jmbl_hola.41.ng.sl, timeout , 12038 , 6073 ,  
jmbl_hola.44.ng.sl, 63081 , 1085 , 1002 ,  
jmbl_hola_add.ng.sl, 9006 , 4 , 4 ,  
jmbl_hola_countud.ng.sl, 8015 , 3 , 3 ,  
jmbl_inc.ng.sl, 1 , 2 , 1 ,  
jmbl_inc_simp.ng.sl, 1 , 1 , 1 ,  
jmbl_inc_vars.ng.sl, 1 , 1 , 1 ,  
jmbl_matrix2.ng.sl, no result found , no result found , no result found ,  
jmbl_matrix2_simp.ng.sl, no result found , no result found , no result found ,  
jmbl_sum1.ng.sl, 41 , 4 , 4 ,  
jmbl_sum1_vars.ng.sl, 1008 , 7 , 7 ,  
jmbl_sum3.ng.sl, 5 , 2 , 2 ,  
jmbl_sum3_vars.ng.sl, 7 , 1 , 1 ,  
jmbl_sum4.ng.sl, 2 , 2 , 2 ,  
jmbl_sum4_simp.ng.sl, 31 , 4 , 4 ,  
jmbl_sum4_vars.ng.sl, 88 , 5 , 5 ,  
jmbl_tacas.ng.sl, timeout , 53 , 52 ,  
jmbl_tacas_vars.ng.sl, timeout , 3045 , 3045 ,  
jmbl_treax1.ng.sl, 4 , 2 , 2 ,  
jmbl_trex1_vars.ng.sl, 7 , 2 , 2 ,  
jmbl_trex3.ng.sl, no result found , no result found , no result found ,  
jmbl_trex3_vars.ng.sl, no result found , no result found , no result found ,  
jmbl_vsend.ng.sl, 1 , 1 , 1 ,  
jmbl_w1.ng.sl, 1 , 1 , 1 ,  
minor1.ng.sl, 1 , 1 , 1 ,  
minor2.ng.sl, 1 , 1 , 1 ,  
minor3.ng.sl, 1 , 1 , 1 ,  
multivar_true-unreach-call1_true-termination.ng.sl, 14 , 1 , 1 ,  
terminator_02_true-unreach-call_true-termination.ng.sl, 1 , 1 , 1 ,  
terminator_03_true-unreach-call_true-termination.ng.sl, 1 , 1 , 1 ,  
underapprox_true-unreach-call2_true-termination.ng.sl, 2 , 2 , 2 ,  
vardep.ng.sl, 2 , 2 , 2 ,  
1.c.ng.sl, timeout , 7059 , 6004 ,  
10.c.ng.sl, 28 , 5 , 5 ,  
100.c.ng.sl, timeout , timeout , timeout ,  
100_conf1.ng.sl, timeout , timeout , timeout ,  
100_conf5.ng.sl, timeout , timeout , timeout ,  
101.c.ng.sl, 1 , 1 , 1 ,  
101_conf1.ng.sl, 1 , 2 , 1 ,  
101_conf5.ng.sl, timeout , timeout , 65015 ,  
102.c.ng.sl, 1 , 1 , 1 ,  
102_conf1.ng.sl, 1 , 1 , 1 ,  
102_conf5.ng.sl, timeout , timeout , 67027 ,  
103.c.ng.sl, 1 , 1 , 1 ,  
103_conf1.ng.sl, 1 , 1 , 1 ,  
103_conf5.ng.sl, 33 , 24 , timeout ,  
106.c.ng.sl, timeout , timeout , timeout ,  
106_conf1.ng.sl, timeout , no result found , no result found ,  
106_conf5.ng.sl, timeout , timeout , timeout ,  
107.c.ng.sl, 84079 , 3074 , 3070 ,  
107_conf1.ng.sl, timeout , 26054 , 16077 ,  
107_conf5.ng.sl, timeout , timeout , 64078 ,  
108.c.ng.sl, 15031 , 4 , 4 ,  
108_conf1.ng.sl, 39063 , 4 , 4 ,  
108_conf5.ng.sl, timeout , 6 , 6 ,  
109.c.ng.sl, timeout , 5068 , 5065 ,  
109_conf1.ng.sl, timeout , 22009 , 16029 ,  
109_conf5.ng.sl, timeout , 111007 , 89072 ,  
10_conf1.ng.sl, 76 , 9 , 8 ,  
10_conf5.ng.sl, timeout , 3064 , timeout ,  
11.c.ng.sl, 30 , 6 , 6 ,  
110.c.ng.sl, 1040 , 15 , 14 ,  
110_conf1.ng.sl, 3040 , 36 , 26 ,  
110_conf5.ng.sl, timeout , timeout , timeout ,  
111.c.ng.sl, 1027 , 14 , 14 ,  
111_conf1.ng.sl, 3069 , 31 , 24 ,  
111_conf5.ng.sl, timeout , timeout , timeout ,  
114.c.ng.sl, 23 , 2 , 2 ,  
114_conf1.ng.sl, 1031 , 2 , 2 ,  
114_conf5.ng.sl, timeout , 9 , 7 ,  
115.c.ng.sl, 25 , 2 , 2 ,  
115_conf1.ng.sl, 52 , 3 , 3 ,  
115_conf5.ng.sl, timeout , 8 , 7 ,  
118.c.ng.sl, 1026 , 14 , 14 ,  
118_conf1.ng.sl, 3088 , 32 , 24 ,  
118_conf5.ng.sl, timeout , timeout , timeout ,  
119.c.ng.sl, 1023 , 14 , 14 ,  
119_conf1.ng.sl, 3075 , 34 , 27 ,  
119_conf5.ng.sl, timeout , timeout , timeout ,  
11_conf1.ng.sl, 68 , 9 , 8 ,  
11_conf5.ng.sl, timeout , 2073 , timeout ,  
12.c.ng.sl, 28 , 5 , 5 ,  
120.c.ng.sl, 1091 , 15 , 13 ,  
120_conf1.ng.sl, 4016 , 36 , 24 ,  
120_conf5.ng.sl, timeout , timeout , timeout ,  
121.c.ng.sl, 1071 , 17 , 14 ,  
121_conf1.ng.sl, 4028 , 33 , 22 ,  
121_conf5.ng.sl, timeout , timeout , timeout ,  
124.c.ng.sl, timeout , 51042 , 51069 ,  
124_conf1.ng.sl, timeout , timeout , timeout ,  
124_conf5.ng.sl, timeout , timeout , timeout ,  
125.c.ng.sl, timeout , 49026 , 48093 ,  
125_conf1.ng.sl, timeout , timeout , timeout ,  
125_conf5.ng.sl, timeout , timeout , timeout ,  
128.c.ng.sl, 1 , 1 , 1 ,  
128_conf1.ng.sl, 1 , 1 , 1 ,  
128_conf5.ng.sl, 1059 , 17 , 12 ,  
12_conf1.ng.sl, 75 , 12 , 10 ,  
12_conf5.ng.sl, 110016 , 2043 , timeout ,  
13.c.ng.sl, 30 , 6 , 6 ,  
130.c.ng.sl, timeout , timeout , timeout ,  
130_conf1.ng.sl, timeout , timeout , timeout ,  
130_conf5.ng.sl, 1086 , 69 , 52 ,  
131.c.ng.sl, timeout , timeout , timeout ,  
131_conf1.ng.sl, timeout , timeout , timeout ,  
131_conf5.ng.sl, 2009 , 71 , 56 ,  
132.c.ng.sl, 73 , 17 , 15 ,  
132_conf1.ng.sl, 1024 , 26 , 21 ,  
132_conf5.ng.sl, 2070 , 58 , 52 ,  
133.c.ng.sl, 1 , 1 , 1 ,  
133_conf1.ng.sl, 1 , 1 , 1 ,  
133_conf5.ng.sl, timeout , 11 , 8 ,  
13_conf1.ng.sl, 57 , 7 , 6 ,  
13_conf5.ng.sl, timeout , 3059 , timeout ,  
15.c.ng.sl, 1052 , 3 , 3 ,  
15_conf1.ng.sl, 19058 , 4 , 4 ,  
15_conf5.ng.sl, timeout , timeout , timeout ,  
16.c.ng.sl, 56072 , 1057 , 1057 ,  
16_conf1.ng.sl, timeout , 19044 , 14001 ,  
16_conf5.ng.sl, timeout , timeout , timeout ,  
17.c.ng.sl, 1061 , 3 , 3 ,  
17_conf1.ng.sl, 14034 , 6 , 6 ,  
17_conf5.ng.sl, timeout , timeout , timeout ,  
18.c.ng.sl, 63051 , 1090 , 1068 ,  
18_conf1.ng.sl, timeout , 20094 , 12062 ,  
18_conf5.ng.sl, timeout , timeout , timeout ,  
1_conf1.ng.sl, timeout , 59054 , 41098 ,  
1_conf5.ng.sl, timeout , timeout , timeout ,  
2.c.ng.sl, timeout , 7038 , 5092 ,  
23.c.ng.sl, timeout , timeout , timeout ,  
23_conf1.ng.sl, timeout , timeout , timeout ,  
23_conf5.ng.sl, timeout , timeout , timeout ,  
24.c.ng.sl, timeout , timeout , timeout ,  
24_conf1.ng.sl, timeout , timeout , timeout ,  
24_conf5.ng.sl, timeout , timeout , timeout ,  
25.c.ng.sl, 1 , 1 , 1 ,  
25_conf1.ng.sl, 1 , 1 , 1 ,  
25_conf5.ng.sl, 1033 , 26 , 17 ,  
26.c.ng.sl, no result found , no result found , no result found ,  
26_conf1.ng.sl, no result found , no result found , no result found ,  
26_conf5.ng.sl, no result found , no result found , no result found ,  
27.c.ng.sl, no result found , no result found , no result found ,  
27_conf1.ng.sl, no result found , no result found , no result found ,  
27_conf5.ng.sl, no result found , no result found , no result found ,  
28.c.ng.sl, 10042 , 28 , 28 ,  
28_conf1.ng.sl, 114077 , 1096 , 1094 ,  
28_conf5.ng.sl, timeout , 37065 , 24021 ,  
29.c.ng.sl, 10012 , 28 , 28 ,  
29_conf1.ng.sl, timeout , 2048 , 1096 ,  
29_conf5.ng.sl, timeout , 113094 , 58076 ,  
2_conf1.ng.sl, timeout , 54054 , 40005 ,  
2_conf5.ng.sl, timeout , timeout , timeout ,  
3.c.ng.sl, timeout , 2064 , 2005 ,  
30.c.ng.sl, 1 , 1 , 1 ,  
30_conf1.ng.sl, 1 , 1 , 1 ,  
30_conf5.ng.sl, 1048 , 21 , 18 ,  
35.c.ng.sl, 1 , 1 , 1 ,  
35_conf1.ng.sl, 1 , 1 , 1 ,  
35_conf5.ng.sl, 1022 , 20 , 18 ,  
36.c.ng.sl, 1 , 1 , 1 ,  
36_conf1.ng.sl, 2 , 1 , 1 ,  
36_conf5.ng.sl, 7 , 11 , timeout ,  
37.c.ng.sl, 2 , 1 , 2 ,  
37_conf1.ng.sl, 1 , 2 , 1 ,  
37_conf5.ng.sl, 2 , 2 , 2 ,  
38.c.ng.sl, 34 , 6 , 6 ,  
38_conf1.ng.sl, 73 , 8 , 8 ,  
38_conf5.ng.sl, 2002 , 31 , 32 ,  
39.c.ng.sl, 1 , 1 , 1 ,  
39_conf1.ng.sl, 1 , 1 , 1 ,  
39_conf5.ng.sl, 2 , 2 , 2 ,  
3_conf1.ng.sl, timeout , 21052 , 16084 ,  
3_conf5.ng.sl, timeout , timeout , timeout ,  
4.c.ng.sl, timeout , 2065 , 2011 ,  
40.c.ng.sl, 37 , 7 , 7 ,  
40_conf1.ng.sl, 74 , 20 , 18 ,  
40_conf5.ng.sl, 1065 , 21 , 20 ,  
41.c.ng.sl, 1036 , 8 , 8 ,  
41_conf1.ng.sl, 2066 , 16 , 11 ,  
41_conf5.ng.sl, 7079 , 23 , 21 ,  
42.c.ng.sl, 37 , 8 , 8 ,  
42_conf1.ng.sl, 92 , 17 , 13 ,  
42_conf5.ng.sl, 2084 , 63 , 61 ,  
43.c.ng.sl, 36 , 8 , 8 ,  
43_conf1.ng.sl, 74 , 16 , 13 ,  
43_conf5.ng.sl, 2098 , 37 , 31 ,  
44.c.ng.sl, 38 , 9 , 9 ,  
44_conf1.ng.sl, 92 , 13 , 18 ,  
44_conf5.ng.sl, 2057 , 37 , 35 ,  
45.c.ng.sl, 35 , 6 , 6 ,  
45_conf1.ng.sl, 66 , 16 , 15 ,  
45_conf5.ng.sl, 1063 , 19 , 18 ,  
46.c.ng.sl, 46049 , 90 , 91 ,  
46_conf1.ng.sl, timeout , 5084 , 4005 ,  
46_conf5.ng.sl, timeout , 23015 , 17076 ,  
47.c.ng.sl, 38 , 9 , 9 ,  
47_conf1.ng.sl, 80 , 13 , 12 ,  
47_conf5.ng.sl, 2068 , 76 , 68 ,  
48.c.ng.sl, 35 , 7 , 8 ,  
48_conf1.ng.sl, 70 , 15 , 13 ,  
48_conf5.ng.sl, 3018 , 37 , 30 ,  
49.c.ng.sl, 33 , 7 , 7 ,  
49_conf1.ng.sl, 88 , 19 , 18 ,  
49_conf5.ng.sl, 2054 , 35 , 36 ,  
4_conf1.ng.sl, timeout , 24086 , 16003 ,  
4_conf5.ng.sl, timeout , timeout , timeout ,  
5.c.ng.sl, timeout , 4040 , 4041 ,  
50.c.ng.sl, 1 , 1 , 1 ,  
50_conf1.ng.sl, 1 , 1 , 1 ,  
50_conf5.ng.sl, 1033 , 19 , 18 ,  
51.c.ng.sl, 1 , 1 , 1 ,  
51_conf1.ng.sl, 2 , 2 , 2 ,  
51_conf5.ng.sl, 8 , 9 , timeout ,  
52.c.ng.sl, 1 , 1 , 1 ,  
52_conf1.ng.sl, 1 , 1 , 1 ,  
52_conf5.ng.sl, 2 , 2 , 2 ,  
56.c.ng.sl, 1019 , 7 , 7 ,  
56_conf1.ng.sl, 2086 , 12 , 11 ,  
56_conf5.ng.sl, 9070 , 20 , 17 ,  
57.c.ng.sl, 1042 , 7 , 7 ,  
57_conf1.ng.sl, 3014 , 12 , 11 ,  
57_conf5.ng.sl, 7052 , 18 , 16 ,  
5_conf1.ng.sl, timeout , 26087 , 24034 ,  
5_conf5.ng.sl, timeout , timeout , timeout ,  
61.c.ng.sl, timeout , timeout , timeout ,  
61_conf1.ng.sl, no result found , no result found , no result found ,  
61_conf5.ng.sl, timeout , timeout , timeout ,  
62.c.ng.sl, no result found , no result found , no result found ,  
62_conf1.ng.sl, no result found , no result found , no result found ,  
62_conf5.ng.sl, timeout , timeout , timeout ,  
63.c.ng.sl, 1 , 1 , 1 ,  
63_conf1.ng.sl, 1 , 1 , 1 ,  
63_conf5.ng.sl, timeout , 106060 , 49029 ,  
64.c.ng.sl, 1 , 1 , 1 ,  
64_conf1.ng.sl, 1 , 1 , 1 ,  
64_conf5.ng.sl, timeout , timeout , timeout ,  
65.c.ng.sl, 1 , 1 , 1 ,  
65_conf1.ng.sl, 1 , 1 , 1 ,  
65_conf5.ng.sl, timeout , timeout , 55048 ,  
66.c.ng.sl, 1 , 1 , 1 ,  
66_conf1.ng.sl, 1 , 1 , 1 ,  
66_conf5.ng.sl, timeout , timeout , timeout ,  
67.c.ng.sl, 1 , 1 , 1 ,  
67_conf1.ng.sl, 2 , 2 , 2 ,  
67_conf5.ng.sl, timeout , timeout , timeout ,  
68.c.ng.sl, 1 , 1 , 1 ,  
68_conf1.ng.sl, 2 , 2 , 2 ,  
68_conf5.ng.sl, timeout , timeout , 85048 ,  
70.c.ng.sl, 1 , 1 , 1 ,  
70_conf1.ng.sl, 1 , 2 , 2 ,  
70_conf5.ng.sl, timeout , timeout , timeout ,  
71.c.ng.sl, 61 , 11 , 10 ,  
71_conf1.ng.sl, 1064 , 24 , 21 ,  
71_conf5.ng.sl, 3047 , 1025 , 1010 ,  
72.c.ng.sl, no result found , no result found , no result found ,  
72_conf1.ng.sl, timeout , timeout , timeout ,  
72_conf5.ng.sl, no result found , no result found , no result found ,  
73.c.ng.sl, 1 , 1 , 1 ,  
73_conf1.ng.sl, 2 , 2 , 2 ,  
73_conf5.ng.sl, 2 , 2 , 2 ,  
77.c.ng.sl, 4080 , 3 , 3 ,  
77_conf1.ng.sl, 20026 , 4 , 4 ,  
77_conf5.ng.sl, timeout , 12 , 11 ,  
78.c.ng.sl, 37 , 6 , 6 ,  
78_conf1.ng.sl, 83 , 14 , 11 ,  
78_conf5.ng.sl, 2081 , 29 , 26 ,  
79.c.ng.sl, 40 , 4 , 4 ,  
79_conf1.ng.sl, 79 , 7 , 7 ,  
79_conf5.ng.sl, 2080 , 11 , 10 ,  
83.c.ng.sl, 1 , 1 , 1 ,  
83_conf1.ng.sl, 1 , 1 , 1 ,  
83_conf5.ng.sl, timeout , timeout , timeout ,  
84.c.ng.sl, 1 , 1 , 1 ,  
84_conf1.ng.sl, 1 , 1 , 1 ,  
84_conf5.ng.sl, timeout , timeout , timeout ,  
85.c.ng.sl, 1 , 1 , 1 ,  
85_conf1.ng.sl, 1 , 1 , 2 ,  
85_conf5.ng.sl, timeout , timeout , timeout ,  
87.c.ng.sl, 1 , 1 , 1 ,  
87_conf1.ng.sl, 2 , 2 , 2 ,  
87_conf5.ng.sl, timeout , timeout , timeout ,  
88.c.ng.sl, 1 , 1 , 1 ,  
88_conf1.ng.sl, 2 , 2 , 2 ,  
88_conf5.ng.sl, 3 , 3 , 3 ,  
91.c.ng.sl, 11078 , 23 , 23 ,  
91_conf1.ng.sl, timeout , 2085 , 2020 ,  
91_conf5.ng.sl, timeout , 93025 , 48084 ,  
93.c.ng.sl, timeout , timeout , timeout ,  
93_conf1.ng.sl, timeout , timeout , timeout ,  
93_conf5.ng.sl, timeout , timeout , timeout ,  
94.c.ng.sl, timeout , timeout , timeout ,  
94_conf1.ng.sl, timeout , timeout , timeout ,  
94_conf5.ng.sl, timeout , timeout , timeout ,  
95.c.ng.sl, 58048 , 2069 , 2067 ,  
95_conf1.ng.sl, timeout , 9003 , 6089 ,  
95_conf5.ng.sl, timeout , 42064 , 22062 ,  
96.c.ng.sl, 47093 , 2069 , 2069 ,  
96_conf1.ng.sl, timeout , 8070 , 6069 ,  
96_conf5.ng.sl, timeout , 33068 , 21072 ,  
97.c.ng.sl, 13 , 5 , 12 ,  
97_conf1.ng.sl, 37 , 11 , 29 ,  
97_conf5.ng.sl, 86 , 31 , 87 ,  
98.c.ng.sl, 13 , 5 , 15 ,  
98_conf1.ng.sl, 18 , 10 , 18 ,  
98_conf5.ng.sl, 84 , 56 , 1048 ,  
99.c.ng.sl, timeout , 16 , 16 ,  
99_conf1.ng.sl, timeout , 38 , 32 ,  
99_conf5.ng.sl, timeout , 2059 , 2032 ,  
file, cegist, add const, no si 
PRE_100_10.wg.sl, 6 , 1 , 2 ,  
PRE_100_100.wg.sl, 61 , 5 , 5 ,  
PRE_100_1000.wg.sl, 26034 , 43 , 43 ,  
PRE_101_10.wg.sl, 1098 , 9 , 9 ,  
PRE_101_100.wg.sl, 27077 , 39 , 39 ,  
PRE_101_1000.wg.sl, timeout , 3084 , 3087 ,  
PRE_102_10.wg.sl, 2001 , 8 , 9 ,  
PRE_102_100.wg.sl, 27044 , 43 , 43 ,  
PRE_102_1000.wg.sl, timeout , 3081 , 3081 ,  
PRE_103_10.wg.sl, 2039 , 10 , 10 ,  
PRE_103_100.wg.sl, 28085 , 39 , 38 ,  
PRE_103_1000.wg.sl, timeout , 3062 , 3061 ,  
PRE_104_10.wg.sl, 4 , 2 , 2 ,  
PRE_104_100.wg.sl, 59 , 5 , 5 ,  
PRE_104_1000.wg.sl, 27056 , 41 , 41 ,  
PRE_105_10.wg.sl, 5 , 2 , 2 ,  
PRE_105_100.wg.sl, 70 , 5 , 5 ,  
PRE_105_1000.wg.sl, 28072 , 41 , 43 ,  
PRE_106_10.wg.sl, 2041 , 8 , 9 ,  
PRE_106_100.wg.sl, 32079 , 39 , 40 ,  
PRE_106_1000.wg.sl, timeout , 3055 , 3056 ,  
PRE_107_10.wg.sl, 1006 , 7 , 7 ,  
PRE_107_100.wg.sl, 15073 , 32 , 32 ,  
PRE_107_1000.wg.sl, timeout , 3011 , 3013 ,  
PRE_108_10.wg.sl, 4047 , 16 , 17 ,  
PRE_108_100.wg.sl, 55040 , 86 , 85 ,  
PRE_108_1000.wg.sl, timeout , 8023 , 8032 ,  
